YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,2655,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,2368,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,5023,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1276,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,976,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,510,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,594,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,1551,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,7548,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,17983,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,25531,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,968,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,10497,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,6470,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,2154,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,1581,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,3813,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,37844,0,174,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,44364,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,82208,0,372,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,86,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,2662,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,24131,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,17437,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,8724,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8117,0,48,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,21003,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,39880,0,2269,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,22,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,183,0,1,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,51895,0,2121,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,205,0,1,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,91775,0,4390,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,3603,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,29866,0,1159,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,52,0,1,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,18339,0,862,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,6,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,7045,0,454,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7214,0,504,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W03,25621,0,1311,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W04,1148,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,13686,0,6138,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,13292,0,11036,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,2599,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,3747,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,26978,0,17174,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,1271,0,691,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,67,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,7514,0,6171,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,1556,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,975,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,4486,0,4131,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,1654,0,1654,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,609,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,1590,0,1293,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,10442,0,3191,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,363,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W05,1285,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,5224,0,32041,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,382,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11507,0,44250,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,16731,0,76291,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,1667,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,0,0,0,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,904,0,2619,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,6347,0,24625,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,131,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,4206,0,16888,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,1582,0,7727,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1207,0,6764,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,36,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,2435,0,17550,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,1204,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W06,1729,0,73,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,5704,0,36409,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,596,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,9921,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2205,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,7746,0,49367,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,3934,0,79,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,13450,0,85776,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10517,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,2247,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,587,0,3319,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,4316,0,28376,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,1257,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,5182,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,2474,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,852,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,2802,0,17592,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,307,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,586,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,1373,0,6821,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,1420,0,6415,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,440,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,2911,0,23173,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,982,0,64,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,22018,0,19804,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2371,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,2304,0,2,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,1533,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,4266,0,18783,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,29546,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,3904,0,196,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,31850,0,3,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,26284,0,38587,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,3586,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,271,0,1622,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,16777,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,2347,0,10461,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,811,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,9120,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1611,0,6670,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,2223,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,1432,0,2715,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,508,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,69,0,1,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,2689,0,3097,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,590,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,12,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,17897,0,13992,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W08,2684,0,1073,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,4605,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,39156,0,5416,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,4317,0,11213,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,51594,0,1,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,1735,0,2574,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,4419,0,3647,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,56199,0,1,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,43473,0,16629,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,121,0,76,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,247,0,893,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,7014,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,814,0,1540,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,2250,0,6123,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,29139,0,1,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,1779,0,4147,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,796,0,957,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,15316,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,956,0,600,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,1940,0,1654,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,4358,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,226,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,3653,0,1255,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,916,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,33563,0,2507,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,812,0,308,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,21,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W09,5368,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,4481,0,1208,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,82726,0,5458,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,7089,0,7493,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,3223,0,186,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,47512,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,7704,0,1394,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,89815,0,12951,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,52880,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,5244,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,405,0,587,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,286,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,3127,0,4151,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,1620,0,108,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,26934,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,3481,0,2722,0,91260,AT,8901064,AT,Age50_59,COM,1396889
2021-W09,15245,0,1,0,67200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W09,1304,0,70,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W09,1166,0,33,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W09,4124,0,1268,0,91260,AT,8901064,AT,Age60_69,COM,1016016
2021-W09,4467,0,0,0,67200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W09,7071,0,1343,0,91260,AT,8901064,AT,Age70_79,COM,769199
2021-W09,762,0,1,0,67200,AT,8901064,AT,Age70_79,AZ,769199
2021-W09,2378,0,32,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W09,937,0,1143,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W09,71531,0,2847,0,91260,AT,8901064,AT,Age80+,COM,474047
2021-W09,139,0,0,0,67200,AT,8901064,AT,Age80+,AZ,474047
2021-W10,92630,0,21534,0,190710,AT,8901064,AT,1_Age60+,COM,2259262
2021-W10,17695,0,11,0,146400,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W10,5260,0,1641,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W10,57819,0,8,0,146400,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W10,42789,0,4830,0,190710,AT,8901064,AT,1_Age<60,COM,5099181
2021-W10,6169,0,2044,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W10,75514,0,19,0,146400,AT,8901064,AT,ALL,AZ,7358443
2021-W10,11429,0,3685,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W10,135419,0,26364,0,190710,AT,8901064,AT,ALL,COM,7358443
2021-W10,5070,0,1,0,146400,AT,8901064,AT,Age18_24,AZ,696064
2021-W10,4821,0,284,0,190710,AT,8901064,AT,Age18_24,COM,696064
2021-W10,591,0,79,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W10,3490,0,1147,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W10,34106,0,7,0,146400,AT,8901064,AT,Age25_49,AZ,3006228
2021-W10,22955,0,2689,0,190710,AT,8901064,AT,Age25_49,COM,3006228
2021-W10,18527,0,0,0,146400,AT,8901064,AT,Age50_59,AZ,1396889
2021-W10,13804,0,1820,0,190710,AT,8901064,AT,Age50_59,COM,1396889
2021-W10,2058,0,818,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W10,1896,0,283,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W10,10239,0,4,0,146400,AT,8901064,AT,Age60_69,AZ,1016016
2021-W10,14595,0,1445,0,190710,AT,8901064,AT,Age60_69,COM,1016016
2021-W10,6743,0,3,0,146400,AT,8901064,AT,Age70_79,AZ,769199
2021-W10,23741,0,2643,0,190710,AT,8901064,AT,Age70_79,COM,769199
2021-W10,2922,0,396,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W10,54294,0,17446,0,190710,AT,8901064,AT,Age80+,COM,474047
2021-W10,713,0,4,0,146400,AT,8901064,AT,Age80+,AZ,474047
2021-W10,442,0,962,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W11,15522,0,2344,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W11,73286,0,38189,0,93600,AT,8901064,AT,1_Age60+,COM,2259262
2021-W11,23286,0,10,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W11,11993,0,1720,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W11,14565,0,4243,0,93600,AT,8901064,AT,1_Age<60,COM,5099181
2021-W11,48234,0,26,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W11,71520,0,36,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W11,87851,0,42432,0,93600,AT,8901064,AT,ALL,COM,7358443
2021-W11,27515,0,4064,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W11,3319,0,2,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W11,1234,0,88,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W11,1075,0,263,0,93600,AT,8901064,AT,Age18_24,COM,696064
2021-W11,5902,0,946,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W11,6854,0,2232,0,93600,AT,8901064,AT,Age25_49,COM,3006228
2021-W11,27744,0,14,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W11,17121,0,10,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W11,4794,0,684,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W11,6367,0,1708,0,93600,AT,8901064,AT,Age50_59,COM,1396889
2021-W11,12891,0,1853,0,93600,AT,8901064,AT,Age60_69,COM,1016016
2021-W11,10838,0,5,0,19200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W11,4812,0,507,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W11,7450,0,585,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W11,30847,0,3557,0,93600,AT,8901064,AT,Age70_79,COM,769199
2021-W11,9472,0,1,0,19200,AT,8901064,AT,Age70_79,AZ,769199
2021-W11,29548,0,32779,0,93600,AT,8901064,AT,Age80+,COM,474047
2021-W11,2976,0,4,0,19200,AT,8901064,AT,Age80+,AZ,474047
2021-W11,3260,0,1252,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W12,30915,0,67,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W12,41029,0,79348,0,128700,AT,8901064,AT,1_Age60+,COM,2259262
2021-W12,11693,0,2467,0,74400,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W12,15573,0,6841,0,128700,AT,8901064,AT,1_Age<60,COM,5099181
2021-W12,9162,0,1566,0,74400,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W12,41982,0,23,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W12,56602,0,86189,0,128700,AT,8901064,AT,ALL,COM,7358443
2021-W12,20855,0,4033,0,74400,AT,8901064,AT,ALL,MOD,7358443
2021-W12,72897,0,90,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W12,3273,0,0,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W12,851,0,105,0,74400,AT,8901064,AT,Age18_24,MOD,696064
2021-W12,1005,0,385,0,128700,AT,8901064,AT,Age18_24,COM,696064
2021-W12,22974,0,8,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W12,7977,0,3043,0,128700,AT,8901064,AT,Age25_49,COM,3006228
2021-W12,4914,0,732,0,74400,AT,8901064,AT,Age25_49,MOD,3006228
2021-W12,15685,0,15,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W12,3367,0,723,0,74400,AT,8901064,AT,Age50_59,MOD,1396889
